Type,Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,leaf90,Ethernet6,192.168.4.51/31,spine,spine4,Ethernet92,192.168.4.50/31
l3leaf,leaf90,Ethernet7,192.168.4.53/31,spine,spine5,Ethernet92,192.168.4.52/31
l3leaf,leaf90,Ethernet8,192.168.4.55/31,spine,spine6,Ethernet92,192.168.4.54/31
l3leaf,leaf91,Ethernet3,192.168.4.57/31,spine,spine1,Ethernet93,192.168.4.56/31
l3leaf,leaf91,Ethernet4,192.168.4.59/31,spine,spine2,Ethernet93,192.168.4.58/31
l3leaf,leaf91,Ethernet5,192.168.4.61/31,spine,spine3,Ethernet93,192.168.4.60/31
l3leaf,leaf91,Ethernet6,192.168.4.63/31,spine,spine4,Ethernet93,192.168.4.62/31
l3leaf,leaf91,Ethernet7,192.168.4.65/31,spine,spine5,Ethernet93,192.168.4.64/31
l3leaf,leaf91,Ethernet8,192.168.4.67/31,spine,spine6,Ethernet93,192.168.4.66/31
l3leaf,leaf92,Ethernet3,192.168.4.69/31,spine,spine1,Ethernet94,192.168.4.68/31
l3leaf,leaf92,Ethernet4,192.168.4.71/31,spine,spine2,Ethernet94,192.168.4.70/31
l3leaf,leaf92,Ethernet5,192.168.4.73/31,spine,spine3,Ethernet94,192.168.4.72/31
l3leaf,leaf92,Ethernet6,192.168.4.75/31,spine,spine4,Ethernet94,192.168.4.74/31
l3leaf,leaf92,Ethernet7,192.168.4.77/31,spine,spine5,Ethernet94,192.168.4.76/31
l3leaf,leaf92,Ethernet8,192.168.4.79/31,spine,spine6,Ethernet94,192.168.4.78/31
l3leaf,leaf93,Ethernet3,192.168.4.81/31,spine,spine1,Ethernet95,192.168.4.80/31
l3leaf,leaf93,Ethernet4,192.168.4.83/31,spine,spine2,Ethernet95,192.168.4.82/31
l3leaf,leaf93,Ethernet5,192.168.4.85/31,spine,spine3,Ethernet95,192.168.4.84/31
l3leaf,leaf93,Ethernet6,192.168.4.87/31,spine,spine4,Ethernet95,192.168.4.86/31
l3leaf,leaf93,Ethernet7,192.168.4.89/31,spine,spine5,Ethernet95,192.168.4.88/31
l3leaf,leaf93,Ethernet8,192.168.4.91/31,spine,spine6,Ethernet95,192.168.4.90/31
l3leaf,leaf94,Ethernet3,192.168.4.93/31,spine,spine1,Ethernet96,192.168.4.92/31
l3leaf,leaf94,Ethernet4,192.168.4.95/31,spine,spine2,Ethernet96,192.168.4.94/31
l3leaf,leaf94,Ethernet5,192.168.4.97/31,spine,spine3,Ethernet96,192.168.4.96/31
l3leaf,leaf94,Ethernet6,192.168.4.99/31,spine,spine4,Ethernet96,192.168.4.98/31
l3leaf,leaf94,Ethernet7,192.168.4.101/31,spine,spine5,Ethernet96,192.168.4.100/31
l3leaf,leaf94,Ethernet8,192.168.4.103/31,spine,spine6,Ethernet96,192.168.4.102/31
l3leaf,leaf95,Ethernet3,192.168.4.105/31,spine,spine1,Ethernet97,192.168.4.104/31
l3leaf,leaf95,Ethernet4,192.168.4.107/31,spine,spine2,Ethernet97,192.168.4.106/31
l3leaf,leaf95,Ethernet5,192.168.4.109/31,spine,spine3,Ethernet97,192.168.4.108/31
l3leaf,leaf95,Ethernet6,192.168.4.111/31,spine,spine4,Ethernet97,192.168.4.110/31
l3leaf,leaf95,Ethernet7,192.168.4.113/31,spine,spine5,Ethernet97,192.168.4.112/31
l3leaf,leaf95,Ethernet8,192.168.4.115/31,spine,spine6,Ethernet97,192.168.4.114/31
l3leaf,leaf96,Ethernet3,192.168.4.117/31,spine,spine1,Ethernet98,192.168.4.116/31
l3leaf,leaf96,Ethernet4,192.168.4.119/31,spine,spine2,Ethernet98,192.168.4.118/31
l3leaf,leaf96,Ethernet5,192.168.4.121/31,spine,spine3,Ethernet98,192.168.4.120/31
l3leaf,leaf96,Ethernet6,192.168.4.123/31,spine,spine4,Ethernet98,192.168.4.122/31
l3leaf,leaf96,Ethernet7,192.168.4.125/31,spine,spine5,Ethernet98,192.168.4.124/31
l3leaf,leaf96,Ethernet8,192.168.4.127/31,spine,spine6,Ethernet98,192.168.4.126/31
l3leaf,leaf97,Ethernet3,192.168.4.129/31,spine,spine1,Ethernet99,192.168.4.128/31
l3leaf,leaf97,Ethernet4,192.168.4.131/31,spine,spine2,Ethernet99,192.168.4.130/31
l3leaf,leaf97,Ethernet5,192.168.4.133/31,spine,spine3,Ethernet99,192.168.4.132/31
l3leaf,leaf97,Ethernet6,192.168.4.135/31,spine,spine4,Ethernet99,192.168.4.134/31
l3leaf,leaf97,Ethernet7,192.168.4.137/31,spine,spine5,Ethernet99,192.168.4.136/31
l3leaf,leaf97,Ethernet8,192.168.4.139/31,spine,spine6,Ethernet99,192.168.4.138/31
l3leaf,leaf98,Ethernet3,192.168.4.141/31,spine,spine1,Ethernet100,192.168.4.140/31
l3leaf,leaf98,Ethernet4,192.168.4.143/31,spine,spine2,Ethernet100,192.168.4.142/31
l3leaf,leaf98,Ethernet5,192.168.4.145/31,spine,spine3,Ethernet100,192.168.4.144/31
l3leaf,leaf98,Ethernet6,192.168.4.147/31,spine,spine4,Ethernet100,192.168.4.146/31
l3leaf,leaf98,Ethernet7,192.168.4.149/31,spine,spine5,Ethernet100,192.168.4.148/31
l3leaf,leaf98,Ethernet8,192.168.4.151/31,spine,spine6,Ethernet100,192.168.4.150/31
l3leaf,leaf99,Ethernet3,192.168.4.153/31,spine,spine1,Ethernet101,192.168.4.152/31
l3leaf,leaf99,Ethernet4,192.168.4.155/31,spine,spine2,Ethernet101,192.168.4.154/31
l3leaf,leaf99,Ethernet5,192.168.4.157/31,spine,spine3,Ethernet101,192.168.4.156/31
l3leaf,leaf99,Ethernet6,192.168.4.159/31,spine,spine4,Ethernet101,192.168.4.158/31
l3leaf,leaf99,Ethernet7,192.168.4.161/31,spine,spine5,Ethernet101,192.168.4.160/31
l3leaf,leaf99,Ethernet8,192.168.4.163/31,spine,spine6,Ethernet101,192.168.4.162/31
spine,spine5,Ethernet3,192.168.0.8/31,l3leaf,leaf1,Ethernet7,192.168.0.9/31
spine,spine5,Ethernet4,192.168.0.20/31,l3leaf,leaf2,Ethernet7,192.168.0.21/31
